name,url,inn,ogrn,registration_date,director_since,has_ceo_history,arbitr_cases_count,revenue,profit,email,website,matched,reasons
"ООО ""Кристапро""",https://www.rusprofile.ru/id/1247700265988,,,26.03.2024,с 26 марта 2024 г.,False,0,1800000000,114000000,info@kristapro.ru,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Логиком""",https://www.rusprofile.ru/id/7172924,,,13.02.2014,с 7 февраля 2022 г.,True,0,711000000,165000000,info@logicom.msk.ru,logicom.msk.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Компанера""",https://www.rusprofile.ru/id/1237800133570,,,22.11.2023,с 22 ноября 2023 г.,False,0,472000000,15000000,info@companera.net,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Капитель Вент""",https://www.rusprofile.ru/id/10811821,,,13.12.2016,с 13 декабря 2016 г.,False,62,350000000,16000000,partner@kapitelvent.ru,kapitelvent.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Руссо Упак""",https://www.rusprofile.ru/id/6097558,,,28.06.2012,с 28 июня 2012 г.,False,13,1100000000,59000000,sales@packyou.ru,packyou.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ЗАО ""Болид""",https://www.rusprofile.ru/id/3780210,,,21.12.2007,с 21 декабря 2007 г.,False,6,17000000000,2500000000,account@bolid.ru,bolid.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""И-Кабель""",https://www.rusprofile.ru/id/11667698,,,10.01.2019,с 10 января 2019 г.,False,11,322000000,9800000,li@infocabel.ru,,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ТПК ""Техпривод""",https://www.rusprofile.ru/id/1217700094590,,,03.03.2021,с 29 апреля 2021 г.,True,3,973000000,90000000,minsk@tehprivod.su,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Энком Плюс""",https://www.rusprofile.ru/id/1227700172985,,,28.03.2022,с 17 марта 2023 г.,True,2,1100000000,140000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Роллинг Роллс""",https://www.rusprofile.ru/id/1197746751180,,,26.12.2019,с 26 декабря 2019 г.,False,0,1300000000,303000000,info@rolling-rolls.ru,spectroll.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""ТД Зуропласт""",https://www.rusprofile.ru/id/7608582,,,28.04.2015,с 10 декабря 2025 г.,True,3,868000000,-26000000,moscow@zuroplast.ru,zuroplast.ru,False,"['арбитражных дел не больше 5', 'выручка положительная']"
"ООО ""Дорко Рус""",https://www.rusprofile.ru/id/11848133,,,26.07.2019,с 26 мая 2023 г.,True,1,852000000,77000000,,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""ЦМ""",https://www.rusprofile.ru/id/11106683,,,27.07.2017,с 6 сентября 2019 г.,True,71,3100000000,55000000,zakaz_spb@centermetiz.ru,centermetiz.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Хайреф Рус""",https://www.rusprofile.ru/id/11521711,,,02.08.2018,с 2 августа 2018 г.,False,1,616000000,31000000,info@hiref.ru,hiref.ru,False,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Факел-БК""",https://www.rusprofile.ru/id/11085638,,,13.07.2017,с 13 июля 2017 г.,False,131,2900000000,47000000,lvolodeeva@fkfd.ru,fkfd.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Рустара Плюс""",https://www.rusprofile.ru/id/1227700206007,,,08.04.2022,с 8 апреля 2022 г.,False,8,580000000,24000000,help@rustara-plus.ru,www.rustara-plus.ru,False,"['нет плашки истории руководителей', 'выручка положительная', 'прибыль положительная']"
"ООО ""Перспектива""",https://www.rusprofile.ru/id/10266941,,,18.12.2015,с 16 мая 2024 г.,True,2,773000000,2400000,info@perspektiva-pvh.ru,perspektiva-pvh.ru,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная']"
"ООО ""Комплект Продакт Мегатранс""",https://www.rusprofile.ru/id/1237700263448,,,07.04.2023,с 18 июля 2023 г.,True,0,712000000,175000,euro7tandart@inbox.ru,,False,"['арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""Логстудио""",https://www.rusprofile.ru/id/1237700320549,,,28.04.2023,с 28 апреля 2023 г.,False,2,449000000,19000000,info@logstudio.ru,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ТД ""Транснерудпром""",https://www.rusprofile.ru/id/7859123,,,27.02.2015,с 21 ноября 2024 г.,True,39,375000000,16000000,tr.buh@yandex.ru,tdtnp.ru,False,"['выручка положительная', 'прибыль положительная']"
"ООО ""Тензотехсервис""",https://www.rusprofile.ru/id/1207700438880,,,18.11.2020,с 18 ноября 2020 г.,False,5,660000000,2300000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
"ООО ""С Профиль""",https://www.rusprofile.ru/id/11826959,,,02.07.2019,с 2 июля 2019 г.,False,1,663000000,149000000,,,True,"['нет плашки истории руководителей', 'арбитражных дел не больше 5', 'выручка положительная', 'прибыль положительная', 'нет сайта или почты']"
